epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
76,692.907,0.0825,0.99537,1,0.01912,0.000229775,0.000229775,0.000229775
77,702.001,0.16463,0.97685,1,0.05856,0.000226772,0.000226772,0.000226772
78,711.095,0.03973,0.98611,1,0.08557,0.000223769,0.000223769,0.000223769
79,720.209,0.08735,0.98148,1,0.05655,0.000220766,0.000220766,0.000220766
80,729.304,0.08595,0.99537,1,0.02345,0.000217763,0.000217763,0.000217763
81,738.384,0.08563,0.99074,1,0.03424,0.00021476,0.00021476,0.00021476
82,747.567,0.24757,0.99074,1,0.03442,0.000211757,0.000211757,0.000211757
83,756.646,0.18707,0.99537,1,0.02713,0.000208754,0.000208754,0.000208754
84,765.801,0.0411,0.98148,1,0.10071,0.000205751,0.000205751,0.000205751
85,774.871,0.11163,0.98611,1,0.06439,0.000202748,0.000202748,0.000202748
86,783.998,0.0844,0.98611,1,0.06058,0.000199745,0.000199745,0.000199745
87,793.096,0.11664,0.98611,1,0.03156,0.000196742,0.000196742,0.000196742
88,802.132,0.16205,0.99537,1,0.01823,0.000193739,0.000193739,0.000193739
89,811.328,0.16179,0.98611,1,0.0383,0.000190736,0.000190736,0.000190736
90,820.527,0.16148,0.99537,1,0.0193,0.000187733,0.000187733,0.000187733
91,829.668,0.02559,0.99074,1,0.02367,0.00018473,0.00018473,0.00018473
